,BWM_anterior,BWM_far_posterior,BWM_head_row_1,BWM_head_row_2,BWM_posterior
ceh-51,"[-0.2842326369613711, 0.30018224741075183, 0.10573896056725304, 0.43976885148950196, 0.05075315366651717, -0.20008864119382228, -0.05860247488526246, -0.012548623014268415, -0.26867278354335344, 0.14489539319851139, -0.25064249275088524, 0.09796996254851442, -0.24214597754037484, -0.09352575697650328, 0.1885352046217355, 0.026686879519817464]","[0.45109258441699, 0.2725267362146744, -0.28621010901192634, 0.7407117865390316, -0.5142936502885186, -0.20828587305969673, -0.38018383811989204, -0.500010351780737, -0.3149954535272779, 0.8781473333755683, -0.3099786379876023, 0.6095768275907905, -0.2715658976431841, -0.18084601647628212, 0.5190971260666267, 0.44050603063183125]","[0.09111584126804537, 0.21423366612444106, 0.18295247178965857, -0.049802567082854965, 0.6999097497360912, -0.8221906054124632, 0.5194343723726141, -0.16330574812036794, -0.368651991683122, -0.19772531866471962, -0.04949009657371625, -0.020055425373972202, -0.29321780874445197, -0.1043807386418106, 0.28078663695119815, 0.22450562416055334]","[0.08615512250762455, -0.7317082451670355, 0.5661712599872827, -0.7011084562897929, 0.5745788377768017, 0.23512708726851683, -0.1229739292975394, -0.041260739200375894, 0.7865367731674211, 0.4557260741247592, 0.7295990648078863, -0.7409946430764347, 0.6589260284359566, 0.6213862385408037, -0.7081634871730076, -0.650678967697969]","[0.4689457951475409, 0.27294379927086726, 0.061437923071430874, 0.07309346731672078, 0.1727751068484737, -0.44078596007863513, -0.30501290429399974, 0.4233856897825101, -0.389516479537923, -0.2967030332843791, -0.2795123946165904, 0.22975013834473007, -0.3815070979492303, -0.2910930213807835, -0.0449827883601259, 0.3643196705300432]"
nhr-243,"[-0.5119999302702387, -0.20951410375148238, 0.5774020345870368, -0.341610150368857, 0.6238923342026494, -0.06648122440129729, 0.00034359529065518257, -0.2866880033590455, 0.1601094234696976, -0.09615762002360478, -0.059564774623384636, -0.2987709631365113, 0.21330904787984295, 0.6402143502122851, -0.31273591939328255, -0.39060972240224556]","[-0.3068145600235983, -0.07189534567954098, 0.18251445414211165, -0.3899623357055602, 0.41886408117770346, -0.008558577639485046, 0.11424469559432056, 0.6944310159729654, 0.18448766463325045, -0.28605964645819004, 0.11226748305382911, -0.21307014576183067, 0.01709936311128568, -0.18415155536806715, 0.12329614442026315, -0.1058828982385687]","[0.4140597486065315, 0.3149557311543195, -0.04410680928590113, 0.17830063636493768, 0.13317454473202806, -0.4765937985195984, 0.3096562107238052, -0.13921053427470895, -0.35085884714209786, -0.3067504938934371, -0.19449601428086727, 0.32089878393662763, -0.4159273403220566, -0.13924232886738294, 0.14401224004059954, 0.347049502675805]","[0.08287630164545019, 0.1829294163447493, -0.4059802993690319, 0.45356994700248154, -0.10290981720095402, 0.004263872162286131, 0.14323985582877705, -0.04477010884622417, -0.3071986218770468, -0.32836457213608705, -0.37835341188963395, 0.6676613136802456, -0.18695802755806618, -0.40421996548404643, 0.5139646445203407, 0.4106783719912888]","[0.13009459956994224, 0.6362728735250766, 0.22923852425305905, 0.5981857392529768, 0.010536607994816427, -0.44472275253378224, -0.49381925830498163, 0.21699990733901017, -0.4720165593260487, 0.46827695764111077, -0.47708330115572684, 0.4466634425469009, -0.5010227016797175, -0.3836284394942908, 0.7639153479101084, 0.42897680532031257]"
atg-4.1,"[-0.5998055771037545, -0.981307073586162, -0.0922081254897846, -0.8074229199722462, 0.2649590464282884, 0.7571571800720095, 0.3468589364975037, -0.45533471895014554, 0.9480617346282331, 0.489923633623527, 0.8561193569458594, -0.9281727347404909, 0.954090930313747, 0.6584668697270182, -0.838670053459982, -0.9066620440341646]","[-0.912382838096341, -0.7094554532167485, 0.2548254165781331, -0.6947630257315744, 0.5149013774618411, 0.7736063690421355, 0.8783896821114425, 0.05102408182849394, 0.8149449019374586, -0.29257602909289004, 0.8076188996990759, -0.9409400242305545, 0.792940866890057, 0.7650854393723469, -0.8928642233134069, -0.9807602636572883]","[-0.3480661479103458, -0.9029631495580824, 0.6392094653802909, -0.8815047556106654, -0.564087116146683, -0.06000469776949813, -0.8589735636514787, -0.07985805186244342, 0.9014884245700244, 0.8517589604593294, 0.8814951768346231, -0.55475390609244, 0.920396539950073, 0.9046302235645592, -0.8595968915856589, -0.7143530873119097]","[0.4741175794237289, -0.9489262789259858, 0.4500290273204183, -0.919371365358447, 0.5051257998055743, 0.6180586306881952, 0.4864031408065055, -0.6792976042734286, 0.9582626670804482, 0.6136171966329174, 0.9353895836454285, -0.7260423760635171, 0.980729952465791, 0.8723049023585329, -0.8607805731999376, -0.9372247939015876]","[-0.8543827052899169, -0.8814554217241489, 0.0003972767338385752, -0.8868440577665808, 0.2378900732297404, 0.8565514865079804, 0.718960117681225, -0.3282627592465269, 0.9485386296875095, -0.27552551762441496, 0.684106554768668, -0.9491280174862935, 0.9267423084739467, 0.8084943227437618, -0.8606440360309997, -0.9581277537999381]"
Y105C5A.15,"[-0.19383061077841202, 0.536081182137724, -0.36077095118469893, 0.8239229489697277, -0.5814312041633581, 0.0027079553589918377, -0.18954019345279677, -0.16304057713384296, -0.3454808220987128, 0.2645592046929394, -0.1557189275600463, 0.4369457997648059, -0.34600875510321477, -0.46568785186442496, 0.41114608729352536, 0.24949826728532004]",[],"[-0.09371612384033821, 0.252672384805964, -0.2504824316076302, 0.16770248444355307, 0.6402679145843644, -0.23142437249850836, 0.5233411758089594, -0.021211705856276703, -0.3061609882420795, -0.16839824939953776, -0.2639495795968746, -0.42834881543504694, -0.17144528195516864, -0.2747432519930002, 0.2695914594896358, 0.2840345389845057]","[0.42051868914929197, 0.38346351588197014, -0.5476592474787517, 0.5348483771387953, -0.7880755308754441, 0.2133034341691597, -0.2924320125235085, -0.0794512720609412, -0.3683375521191455, -0.2749851875569751, -0.20186028704971953, 0.5407638325032381, -0.4121842210292062, -0.46205385627040907, 0.5764491499534968, 0.2262802442594641]","[0.3108748445958539, 0.40208118011460053, -0.35714137001501745, 0.7186335059779819, -0.5080926506983497, -0.19224597358431916, -0.08036387117744745, -0.2816649203729787, -0.3997060441515973, 0.9211338250813979, -0.36288902191771066, 0.43340874772248855, -0.2857163420905731, -0.4112937395860295, 0.5848566804316209, 0.32195827491947077]"
hlh-32,"[-0.14394635299992692, 0.5876931533017953, -0.29926575949222456, 0.8481255697731186, -0.5635000816056113, -0.0693644222856423, -0.26373031276396286, -0.05006742733304259, -0.40242224138587934, 0.18924973724976663, -0.22698509669744482, 0.46883804845466226, -0.42067661223483016, -0.5176261201099085, 0.48685332816756033, 0.3123617877950701]","[0.9158141120883267, 0.282783548035801, -0.6176257394034086, 0.7835800499086945, -0.7753107949662642, -0.4195408794092246, -0.40457602944103854, -0.4056959554235482, -0.5345386603661121, 0.441677377797709, -0.3962375528602504, 0.7769536014681965, -0.42352425643612723, -0.6084044075260878, 0.5583261085379123, 0.7508993675974912]","[-0.10557606545222878, 0.23000090672590695, 0.4709573361469233, -0.182155965458367, 0.0623405527725364, -0.4571761658521314, 0.2063640394634065, -0.058593622552370175, -0.28974751253204156, -0.1490763185252757, -0.16305073452114238, 0.2739240617361698, -0.23379507984335368, 0.23263972514913708, -0.06247395799692401, 0.229001956182371]","[0.4071890292558488, 0.3917694714898098, -0.5418243295091779, 0.5406326426232049, -0.7868364874785848, 0.20159652896592206, -0.3151730428519315, -0.056274346659088585, -0.37484350903312585, -0.28566587008107, -0.20789099335142608, 0.5401263334809843, -0.42162341347597404, -0.47079151902683963, 0.5833243166614697, 0.23361710287083964]","[0.3199915871220793, 0.5643408059318363, 0.3588624292413528, 0.31913440450515634, 0.31548651914812936, -0.6347370225193064, -0.6984505987864403, 0.894840730974475, -0.4789434175728293, -0.25545014197093546, -0.3327144281894072, 0.37339687780172376, -0.6164190801769751, -0.5706708623510616, 0.6397307383447652, 0.575708894339019]"
ekl-4,"[-0.5742687670638147, -0.8213693550700495, -0.539262337808611, -0.3860464439479339, -0.2999084344696615, 0.9718857416352438, 0.20019697919937554, -0.4652367608361356, 0.9185851640809307, 0.7790869605174715, 0.9468081337057674, -0.7260837841407697, 0.8527976536920254, 0.2336591292065605, -0.7129708457895949, -0.7747274897757506]","[-0.4568054666564288, -0.9306332742133033, -0.5136463599544574, -0.026660229219408284, -0.2366499827823638, 0.9177033985068205, 0.806120934031032, -0.048532252337427265, 0.9186983984328662, 0.3313737161220755, 0.8924680547932258, -0.48438666309237116, 0.9184924903955595, 0.13724506367156117, -0.43388079735424256, -0.5684857578551752]","[-0.154140867878772, -0.9639206921159932, 0.5218831620852389, -0.8425594310854679, -0.3447314053519936, -0.231793763746617, -0.6628772839621578, -0.4499262845778707, 0.897518614704502, 0.9823689131384492, 0.9421740364755751, -0.72945472219086, 0.963629418498027, 0.904212476916533, -0.9427160812746129, -0.8761775485618951]","[0.3550334217944841, -0.8179844387856791, 0.5646504162279826, -0.9499548055086676, 0.40193963499942575, 0.4958629405924817, 0.3058146478639662, -0.5339707108052894, 0.8855005255530682, 0.5709986408539305, 0.9189551618463778, -0.8709799062073242, 0.8675469300729035, 0.8887105156010884, -0.9049621633204439, -0.9558130387321948]","[-0.4841279597565878, -0.9154504910597507, -0.36430431591345763, -0.5783867131586514, -0.2595635499008561, 0.9295076398629634, 0.4279078211570401, -0.2724675376406126, 0.8661273494346112, -0.032835651756058626, 0.5556026103634495, -0.7300303681845076, 0.8886290649730677, 0.3353498814232089, -0.612474556958759, -0.7379350857162502]"
madf-10,"[-0.07371079858502516, -0.5569130956221143, 0.40294662689878424, -0.8541665970568005, 0.73048273986134, 0.018911443351823376, 0.2966787789275298, 0.03405136048768737, 0.382311601668262, 0.08619537295234517, 0.260075483519502, -0.6890965377249754, 0.40078859376543274, 0.6253426478362225, -0.5179542239615256, -0.48292414122133287]","[-0.3262457631346646, 0.036618379121870284, 0.42683570963195466, -0.6638258350417658, 0.6594042773806543, -0.16195236645981126, 0.036024394713338875, 0.8037511458023936, 0.07326865779806228, -0.6063335061459254, -0.19318986710572877, -0.4138023114807559, -0.05885292323362881, -0.04346750919017603, -0.19362414205162876, -0.18475262313445873]","[-0.5700638182139268, -0.5868513371529256, 0.8346205089286689, -0.8402330637412556, -0.5075260223673794, -0.09852174841121455, -0.7043317274705615, 0.17960543587013716, 0.5940659537308307, 0.5485247710430685, 0.5813349420280683, -0.26204760343819083, 0.6372786151511293, 0.8348064150842422, -0.6423165786018277, -0.38997729254836466]","[-0.2338936686114783, 0.32131215288577103, 0.5688007989155452, -0.05274804856149934, -0.35671611794626196, -0.5100562436382235, -0.5299825775674503, 0.19407326502538466, -0.26209746395140404, -0.7883667767403383, -0.1981483465870102, 0.03515953426392643, -0.25113496949860736, 0.1896530540143157, -0.0006905319287158762, 0.02623612506832266]","[-0.631997644699107, -0.5896898686150067, -0.17120503720130525, -0.5466665308399103, 0.14330995298067395, 0.5293724700170478, 0.8378011212748858, -0.21115012329343902, 0.6499443014160557, -0.007813264527290892, 0.6115065906359647, -0.7082703724689958, 0.633000742051478, 0.5435581591257224, -0.4967683743897381, -0.6817201858160935]"
Y111B2A.10,"[-0.5621843889199558, -0.8668282816022852, 0.21247721225639216, -0.9153351550908262, 0.6068686709322749, 0.48128566078689605, 0.39747207859579914, -0.49757639396199416, 0.775070046923117, 0.3982962969769529, 0.620129816914938, -0.8876303143100244, 0.8199293887112156, 0.8861743518065376, -0.890006718117641, -0.8797923844412012]","[-0.8071105848418415, -0.43554499208104225, 0.4075086628117548, -0.7618260627286733, 0.6781185353304096, 0.4343980734152768, 0.48579875603939154, 0.5871318449746287, 0.6394752140395775, -0.5644874762316647, 0.39773991369471395, -0.8097753345087355, 0.5152011882316503, 0.34445980807932886, -0.6362386494049164, -0.7059136787159652]","[-0.2851968708814817, -0.9222782869193936, 0.6047875595900498, -0.841700440114474, -0.5679844701181175, -0.012876261659083232, -0.8300086524748392, -0.2126305798288708, 0.9077963734197259, 0.8966955385143074, 0.8845496361572109, -0.5167125640282841, 0.9329090222164872, 0.903607008571002, -0.8928984703124614, -0.8153946200051368]","[-0.17229353283370608, -0.41128981125995334, 0.923521772183672, -0.8681932780585125, 0.3361599750015324, -0.14341050662544297, -0.009264075044972758, -0.13553853407024793, 0.5259995593190392, 0.17148867065617177, 0.5387039177016508, -0.9080974832694118, 0.48035598412147235, 0.8772368836499691, -0.8981995484747254, -0.6757742552937377]","[-0.9493519385116836, -0.6747318088651479, 0.337040284579485, -0.8384907800128347, 0.4646161842611719, 0.6774699713225716, 0.4702437895570993, -0.11620867455071048, 0.8541006938248368, -0.407321342322037, 0.4514496568156129, -0.8600292645376941, 0.7644180624389576, 0.8028685257999525, -0.6945699913825933, -0.8586978443124079]"
dct-13,"[-0.2749513390443037, -0.5616549331508435, -0.18565693528584432, -0.40713691661828033, -0.30797162100392556, 0.703114932756386, -0.3663307520258438, -0.08357995141853873, 0.7044733044932177, 0.2592970170223638, 0.6005377163460185, -0.41761165904576447, 0.5113891556928004, 0.0958569325032605, -0.42063869543457444, -0.4153762309115754]",[],[],[],"[0.3089503388656557, 0.2451158327043832, 0.19201667275573842, -0.005398561963429638, 0.32691935195924055, -0.4472899939686953, -0.3433202095174209, 0.7262752998198299, -0.28080415423350746, -0.45340226303964226, -0.21392329888158523, 0.12078865685775717, -0.3593466411230968, -0.3254910804277795, 0.07044110801029754, 0.33144703221115823]"
Y116A8C.19,"[-0.4777040487569869, -0.36215312400121596, 0.17292804811561735, -0.24704906567743837, 0.3464704952004811, 0.19046656933357123, 0.20449284998290193, -0.3501016703265056, 0.31473645832815045, 0.15316056590490618, 0.1796312017845307, -0.3522335173616348, 0.37772221808212336, 0.4598234082184527, -0.4123544556134606, -0.45081090523220796]",[],[],[],"[-0.1936040678099544, -0.6596960544873103, -0.2581432349634364, -0.4311790111022852, -0.19859630076312235, 0.6767284245118687, 0.006307255841079036, -0.04991803173342198, 0.5757322507842572, -0.13298974406390154, 0.48708901877154964, -0.4817763679078187, 0.5882292461097796, 0.08173840410359537, -0.3872344125508215, -0.4356375742710764]"
Y116A8C.20,"[-0.35979896090262675, -0.009573982576338819, 0.8542647574073172, -0.46465021336173207, 0.8565535290317134, -0.3851649492204732, -0.04797039322853204, -0.09502011730013551, -0.06954251345887456, -0.3286044661336954, -0.2246993992189346, -0.28777110386482896, 0.008452613322500024, 0.706853160855731, -0.05265043149160349, -0.24828687854954962]",[],"[-0.4002465869872269, 0.1199463750543181, 0.5425019504853202, -0.28016279310655756, -0.2363198927326192, -0.029891189612753735, -0.016554302739150917, 0.0346001842435546, -0.11571938598712543, 0.012548810827040714, -0.17818328428412786, 0.16504065043028193, -0.01535751957383246, 0.41367626302647814, -0.28048389141038504, 0.09545993695911745]",[],"[-0.2816917853666314, 0.1267160805391063, 0.4523858818570591, -0.2589100025556569, 0.583381099207545, -0.12916014716979468, -0.19361020094834724, 0.42578164679634894, 0.027252762383412052, -0.3631097207749999, 0.4379986410147626, -0.17455048152066596, -0.10927394961828124, 0.12316946144575575, 0.19986753351543404, -0.031210540219404212]"
athp-3,"[-0.2934636859862225, 0.10267743102396197, 0.6642488508686993, -0.15713101187716966, 0.48283957901375474, -0.2544033201227848, -0.3206457251906317, -0.15713646467906717, -0.09072541267448286, -0.2722585354317266, -0.3462076695484586, 0.05016420103125276, -0.10948745078977644, 0.45984483852796704, -0.1225413419439183, -0.08613964268788438]","[-0.3136360792109476, -0.1428002738603007, 0.06530073716022175, -0.3252224975789925, 0.25555528622693613, 0.148406495231421, 0.008816558424387888, 0.7561031538341246, 0.28570559671004075, -0.21431635915698827, 0.14900167222975036, -0.17284254489811712, 0.13471746954634164, -0.29936462196693453, 0.2229052489636399, -0.04576622681912258]","[0.04784785286886274, -0.7598532354832805, 0.0710894210887942, -0.47702881663264307, -0.7115904351787553, 0.18976286625199598, -0.894747574171475, 0.09230186043829575, 0.860284776993767, 0.6159239681841236, 0.7433020689150978, -0.48051655125526477, 0.7310060826719188, 0.5064059256857582, -0.6437884184645791, -0.45949919529444133]","[-0.23174869766721615, 0.18914813356171284, 0.6782366422548674, -0.21937911114641542, -0.26657800655303954, -0.540765238530852, -0.38581985757230763, 0.045388361273638975, -0.10381934529167305, -0.47539076742452674, -0.07810197236226255, -0.21315905974448002, -0.18056577855450204, 0.4205163459476085, -0.3031055663194966, -0.0810909013937207]","[0.2882628278769359, 0.29429379020607915, 0.27194419358121774, -0.012333156868980441, 0.3298189490549213, -0.401359322159624, -0.35777498796444285, 0.3493368169743663, -0.33837313032652555, -0.31537456481643317, -0.37928420310546307, 0.15773521872760754, -0.33494936868708336, -0.10766677561364424, -0.1384195817422425, 0.2550852935208644]"
