,BWM_anterior,BWM_far_posterior,BWM_head_row_1,BWM_head_row_2,BWM_posterior
ccar-1,"[-0.9749887415992914, 0.9917219986525039, -0.41888121694953145, 0.8911055259371526, 0.10375706714547062, -0.20406760708378507, -0.5977081289841691, -0.8899461014745985, -0.4455710984811795, -0.08097257679796033, -0.8141572630651197, -0.8213405056528226, -0.8159573731720056, 0.9857383474448657, 0.7843359868736878, -0.8456708686960364]","[-0.9768961399998513, 0.9949436335009125, -0.043902640022673356, 0.8623878188685205, 0.5693793513209949, -0.18559858045020894, -0.2724702789701856, -0.8084629056666316, 0.7495149419257782, 0.48323058120802626, -0.713351000639056, -0.8736757880083346, -0.46044052343605985, 0.9839699672076454, 0.8488300128126913, -0.5227166916099342]","[-0.9805229123166939, 0.9864166507100682, 0.7661932096346746, 0.9647113902687284, -0.9146445407874737, 0.15933563092039765, -0.18622185600992805, -0.8550755684002038, -0.5269169071851919, -0.06446179404305136, -0.6835826771994475, -0.7789495273679147, -0.7432904479310726, 0.9678381195071121, 0.9041053053171746, -0.22494886604849118]","[-0.973732690201301, 0.9746794456712227, -0.43769539506009675, 0.9846993530127247, -0.828574757219107, 0.3810125832273945, 0.07919087889408846, -0.7955646758605702, -0.6349195497913674, 0.6867034282327079, -0.7269948030071578, -0.6348118274089058, -0.7019359002125649, 0.9240113979376, 0.8998821892939666, -0.8812354432627043]","[-0.9706120879368703, 0.9889197337454116, -0.27516776148256467, 0.8851184881364724, 0.48707027807805714, -0.08891245144957034, -0.44027537810274997, -0.7197508224897803, -0.47997778588400164, 0.28707915984514026, -0.7653593001639328, -0.7752586755669626, -0.6262130880783406, 0.9641459728165505, 0.85203699840143, 0.04140498971175417]"
lsy-2,"[-0.8545485852113335, 0.8439257786004511, -0.47623393224273347, 0.9688242566591989, -0.17626912291598462, 0.12572225057168432, -0.5838883684256595, -0.7661381409494968, -0.6123976780265172, -0.05340340956543324, -0.8935365408156339, -0.7511821890561948, -0.8323994653968511, 0.7986366501617481, 0.4290560965892481, -0.9042547104154636]","[-0.9587620182158103, 0.9361625616531657, -0.04332437344580753, 0.880855151284153, 0.41748513050039326, -0.055999023817666194, -0.11105894014470426, -0.6263085210276823, 0.5619768909716124, 0.5627565521040874, -0.8259926818913834, -0.7081892675998094, -0.3069345607681081, 0.9048231660225948, 0.7563600654748152, -0.24320490442896547]","[-0.9168048862340308, 0.8837929107526811, 0.7901097534600845, 0.9006859627572856, -0.8085714477956497, 0.30392922073927053, -0.4106012092457135, -0.6433971346342172, -0.7202070631856642, -0.28187332442844715, -0.5854747545611015, -0.5869701185089655, -0.34691324976066734, 0.827140455839653, 0.8388108061771218, -0.2307996484912901]","[-0.933381560271942, 0.9601862858903016, -0.12238842325982532, 0.9336530800600977, -0.7182660452384836, 0.015413472808446849, 0.09357208589110762, -0.7956742565163973, -0.4526672780523249, 0.6881404311396653, -0.37566692691389114, -0.7139703837591937, -0.5564726536339838, 0.989839618984595, 0.9844818127049334, -0.7689994432235726]","[-0.9400148221670144, 0.8897778121221578, -0.5263392380987673, 0.989346023586197, 0.08363189979241129, 0.3337124529397182, -0.3896049533336221, -0.4895435064764111, -0.6518560783456048, 0.43341813122108175, -0.875317679700039, -0.6762563312339578, -0.7340472625910854, 0.8356758099934147, 0.538773157090623, -0.06929998733397424]"
mab-3,"[0.4858510496258641, -0.3941066851985109, 0.8573757488430782, -0.4009967397453952, 0.624566774993202, -0.3294375724334446, 0.8855889361372462, -0.14527782396037867, 0.43411547110043947, 0.9664598712186506, 0.349688034722826, -0.12700225705057586, 0.2226391184509127, -0.2940838391640503, -0.20746664226511458, 0.5562188039870402]","[-0.37208583329850314, 0.30406778203596363, 0.6537139666256219, 0.718033088515446, -0.25698233560161743, 0.4609689518753065, -0.21326991076071158, -0.18328056377811092, -0.2689299434855162, 0.9365783240149984, -0.45524806864824285, -0.3967661775991981, -0.26767241951683995, 0.23029871849731193, -0.013963111096427436, -0.19609683317692458]","[0.5322255676945458, -0.445101900257939, -0.0031255748971952286, -0.4050396153939906, 0.6033416390163879, -0.2946144913060613, -0.36505969190566057, -0.02954870415276643, 0.46938890048669013, 0.9027110667386391, 0.11859075508192521, -0.05904511647921584, 0.05528432079918533, -0.3582578342379166, -0.311837301830252, -0.08676918327575017]","[-0.08096458501141819, 0.022290351518942465, -0.5026230760569782, 0.07555045271840935, -0.4304577474167014, 0.7872461752275571, -0.20035526875314866, -0.06973941159660196, -0.3800477195777423, -0.2923850783958285, -0.5921516747599045, 0.09655364147962414, -0.2769014818038755, -0.08293170035316116, -0.13228298429129112, -0.18531207420057297]","[-0.8441277880291973, 0.8512427351348996, -0.17626852144429328, 0.8099739830255186, 0.37051730412875883, -0.21284165964512985, -0.45039923010108485, -0.7745872241333516, -0.27493141052791054, 0.3427911462111566, -0.5301311398631108, -0.8025205337858708, -0.5072879627253652, 0.9146527907199639, 0.4964333780945542, -0.17589451840995307]"
mab-5,"[0.37349309343230236, -0.3225179164711354, 0.41999663884171334, -0.29775341570702196, 0.27035947306739827, 0.1806814294699254, 0.46845042742441945, -0.032850060177494686, 0.1778403391497024, 0.616778516127778, 0.08558330472284081, -0.036604800308354515, 0.024158384519468806, -0.3063672842781484, -0.22961513385798177, 0.296597473348013]","[0.24237620322989584, -0.17165396997893378, -0.3173020502419589, -0.2687134947204564, -0.006014072535959678, -0.3526225229510443, -0.07905737096980511, -0.037261198582098656, 0.22478428885984095, -0.2025304972246891, 0.5899046626529026, -0.020711099791501326, 0.03294953601221367, -0.1289776137792005, -0.12880655166103308, -0.17226324046402058]","[-0.032571436812099314, -0.09148634043373166, -0.09569912772112324, -0.04254277178462085, -0.13352322266296907, 0.5335412076859813, -0.014729481570933317, 0.4059145051049997, -0.670466499605989, -0.5543779988386581, 0.005591219948618983, 0.48577951059300173, 0.49647938818312537, -0.20436656525381985, -0.12565926114276396, 0.3887282706673967]","[-0.38772665347377183, 0.42329291125675583, 0.4793452331462029, 0.32714162003290503, -0.18834131140536545, -0.5313239478637339, 0.046041073188410664, -0.1888523629067583, -0.12668891600930596, 0.16008765614459775, 0.39757824738046393, -0.3502317415177405, 0.12255513845603606, 0.5302331547547163, 0.5557450531489188, 0.01024589127278977]","[-0.7042381031329705, 0.6454642978629865, -0.44804643903553154, 0.6950519505328172, -0.0312245690441115, 0.08678943295075142, -0.26428605613043415, -0.42468551471158456, -0.46756006225622365, 0.14331192282611657, -0.5806613488177076, -0.4854004564866777, -0.394897606528004, 0.6984236572607645, 0.13940335293031506, -0.04928003479302265]"
mab-9,"[0.5362186990844772, -0.5463166987458392, 0.3273627697515191, -0.4955741029656958, 0.0713305441256269, 0.24318291261272804, 0.7180461971700203, 0.26413538218544375, 0.011261004920156914, 0.4982878911022336, 0.1748027662303171, 0.40468232658230313, 0.025599933856279178, -0.5170293499115199, -0.3641188795658241, 0.5871413430575336]","[0.5036307630179431, -0.43491564548451467, 0.6123063419021478, -0.38179707825056286, 0.03212076396949787, -0.12293285464279408, -0.20752612135401566, -0.017856436086704813, -0.32344830305613603, -0.022412295015542517, 0.5130097043895292, 0.07455154812569187, -0.07363747865711733, -0.39587121340586706, -0.2657966572883701, -0.19453015752903216]","[-0.1955912415922075, 0.09419484103419634, -0.04877630537525288, 0.18921159985309918, -0.42966430144095336, 0.7159238840922107, 0.6138486027919103, -0.00929119773175661, -0.6360976128096669, -0.24869472231987422, -0.5171887112911484, 0.18163224487139298, -0.39440744007990586, -0.027458419744577772, 0.06117782299505183, 0.557939480816738]","[-0.7807814915889741, 0.7895888472426119, -0.05176378846453916, 0.7395061026650885, -0.6049286499971243, -0.14088320621028916, 0.37431210187719977, -0.649233143375153, -0.3151984803415789, 0.5537927581393574, -0.09506242837857372, -0.5165988478888162, -0.5066149564868323, 0.8635461725915295, 0.8556256660650837, -0.6286991849607406]","[0.37015233404420567, -0.3535436120829467, 0.48570202164560594, -0.380366714059635, 0.1699311884319144, -0.16011036163800096, 0.7495863669331637, 0.01468449069788054, 0.4295254372928954, 0.2303216809143827, 0.31140265312188947, 0.17745036531680533, 0.08562222480632206, -0.2739479755659473, -0.3030735366348287, 0.06587084660802056]"
mab-23,[],[],[],[],"[0.32974678232952337, -0.3767845422977713, -0.1301515217699689, -0.4279884841765329, -0.36757166955241, -0.027629842544827733, 0.19047608387328235, 0.5985339504906659, -0.297353272540964, -0.4682451125151853, 0.0981537901373614, 0.6626437149550921, 0.8480140695951759, -0.3900472576642369, -0.2949802064856568, 0.6146844052869108]"
mbf-1,"[0.695104520259178, -0.6442110313029956, 0.5427026327567778, -0.7010001233546814, 0.21939280082642265, -0.4156241480546809, 0.4281423391650961, 0.5329581063820028, 0.7463346677435004, 0.08366734950086945, 0.9226478321227762, 0.4177753503041135, 0.9559425028141133, -0.5873858611864421, -0.49326917492298555, 0.6465524847264192]","[0.4122083737732492, -0.2536367915828665, 0.15804041069901714, -0.3664048139027717, 0.28408045419727046, -0.6257903930673798, -0.5715800455733603, -0.3512736522605726, 0.027488554235732474, -0.003108482278663713, 0.7925280472449793, -0.22267705247460892, 0.19731644903570403, -0.1856401608239487, -0.02212374042207206, -0.3093854493829035]","[0.7253303349193811, -0.6934655221614661, -0.5984282364159251, -0.7517876013965711, 0.7943628588461549, -0.6179977200408159, -0.011586669219158921, 0.7424084493733479, 0.6088850109312821, -0.07466255718802325, 0.9633169409654455, 0.571077193259641, 0.8941082749949844, -0.6229364194930933, -0.75910641229227, 0.10344685906304837]","[0.6680177074505768, -0.6195756057203046, 0.6647804376762886, -0.6512894735109853, 0.7106418129865409, -0.5582217458063489, -0.4440451822524205, 0.5928433735342831, 0.4827016971241651, -0.4437747593542492, 0.6651941316380852, 0.23976607594383204, 0.7854983610137938, -0.5647915376269785, -0.5155694417646545, 0.802273671596466]","[0.8780758021876854, -0.8195356090752123, 0.5609167716033947, -0.8565261931934514, -0.0907461730627051, -0.43050012218703004, 0.13250034965098545, 0.33734316251622265, 0.7529026257421763, -0.263996627598115, 0.9761664785856836, 0.48043302160555484, 0.7010084342136836, -0.7392630250490803, -0.555274093116132, -0.13832999388814285]"
mdl-1,"[0.8371056343473936, -0.7938741890872505, 0.6158176843756729, -0.8511018038937412, 0.2827553298681591, -0.3165089649526842, 0.6603243779983433, 0.6338714738927387, 0.8290016722563702, 0.15872053347955567, 0.9763346082548005, 0.53949452773192, 0.9106337610066271, -0.7320926728441821, -0.5320208325285618, 0.9031345850214485]","[0.8564059261896289, -0.7576224592703589, -0.03194459770990296, -0.808355217670037, -0.15462182998836563, -0.42173210459633725, -0.20880069959155703, 0.2605573631043406, -0.3893070366857386, -0.38367943351021483, 0.9112868497785349, 0.43666692371402416, 0.6110300548832666, -0.69588282895561, -0.5068247257709958, 0.3015978941127974]","[0.5634933659272534, -0.6379908964602822, -0.8736031286643152, -0.6995716316780767, 0.29934789237378273, -0.015575516327879207, 0.6816753435162437, 0.8433752121434808, 0.005927385071981178, -0.3157959479997236, 0.6118720123525874, 0.8942118151552347, 0.536843666278579, -0.6614470820121366, -0.8365496421162233, 0.8455841230125432]","[0.44198002934267866, -0.5441761387008913, -0.19441974158354672, -0.6079042486853797, 0.22319930880316632, -0.12511198360288045, 0.41708988963469523, 0.8540618784436692, 0.048096979068458875, -0.6717775996782441, 0.5201655958511416, 0.8752864134658749, 0.07729951223442227, -0.5655675999097968, -0.5832217448245735, 0.7121784401539221]","[0.8119355541762944, -0.7597094259839857, 0.5110899251923379, -0.8388174701618553, -0.09392146439496504, -0.4864820709594314, 0.07571595416099544, 0.3798644345950769, 0.5864618023454385, -0.34768822968748325, 0.8819688335548925, 0.5339175871584888, 0.8949388243935048, -0.6840541375021585, -0.49129714223019405, 0.030875723684666873]"
mec-3,"[0.6225523255343813, -0.5845178519990999, 0.59654031995856, -0.5248866487443955, 0.25140639331324866, 0.14067156459588612, 0.6925980181757841, 0.1819088021408306, 0.16644579136193613, 0.7229651625628605, 0.2866021730040982, 0.20870488826860384, 0.24231690278488874, -0.5461727959603154, -0.39853094504381786, 0.5048179245614498]","[-0.2824789887558944, 0.2318245480615897, 0.6926938734303926, 0.6263999852620187, -0.23896967824124107, 0.293217987255147, -0.14285714285714285, -0.18235656149336416, -0.30001508639969876, 0.958147965660214, -0.3276772581979727, -0.34418708714410845, -0.15692051491003733, 0.1755042675304507, -0.04046413711368768, -0.05156730887176882]","[0.29129864265726985, -0.16424139142362182, 0.028080920286585914, -0.21520174198816178, 0.38118538945918834, -0.6706594977616227, -0.2120106395210339, -0.21812254464733016, 0.6056841981742892, 0.886172136773103, 0.24022907543093247, -0.27842714560951987, -0.14939428906863683, -0.024751376991947238, -0.19434358756188813, -0.05574688468385765]",[],"[-0.6357006318672521, 0.6695812572675695, -0.25215906522297465, 0.5327867290195384, 0.3890341531706962, 0.10482029130630427, -0.47658414286353756, -0.45451326900281047, -0.3234777780504985, -0.09330624768343865, -0.5997983649087002, -0.5225359370042755, -0.6268990826919556, 0.6030198972775047, 0.6807058797897078, -0.21838693520147007]"
med-1,"[0.024328291072094062, -0.06751792031903306, -0.32682015459094393, 0.06431306115183097, -0.3831043203818795, 0.7126228165529144, -0.3035775406761006, 0.1541785387179688, -0.3377767119477929, -0.15749554493744516, -0.3057046566196481, 0.10457719748088731, -0.2151430883206208, -0.1630233252459925, -0.1685654256076765, -0.22982510955207452]","[-0.00817503217181706, -0.07192311132181906, -0.07407807318479774, 0.07916513852247917, -0.2717869636075558, 0.7393920529642063, -0.14285714285714288, 0.299781613122722, -0.21321943754773826, -0.16422549584009524, -0.25565735968039216, 0.11312389281994258, -0.2488291012402671, -0.1428890467588818, -0.19002054567657642, -0.3285046005610394]",[],[],"[-0.31756764326043646, 0.24688327597182189, -0.20504250351264092, 0.5470655663163856, -0.27025123659310835, 0.37568102928115554, -0.09664495664375664, -0.06719796847551143, -0.29031601976872795, 0.7276164379172119, -0.3106918905552423, -0.282452317149327, -0.2602314954184481, 0.2137675440647412, -0.06232469539250473, -0.12881127530989683]"
med-2,[],[],[],[],[]
mef-2,"[0.23108845333570688, -0.3419951312019243, -0.3530155503251059, -0.2209046267266095, -0.6080091629971307, 0.3516623691003024, -0.023776941423740844, 0.586762205301208, -0.42225253831695864, -0.42569064395691264, 0.07888591536103458, 0.7173708424393621, 0.12762150447465692, -0.3798277795261042, -0.3552837037441128, 0.13559750042989424]",[],"[0.5599581005847699, -0.4614872296956167, -0.033117619491663204, -0.42246635460063015, 0.6452511953319536, -0.4121010451845544, -0.2821736459841035, -0.010026408598498217, 0.5399518620107223, 0.9116971016001139, 0.2060757679715783, -0.05922111035322328, 0.06843231526207058, -0.3633229217847231, -0.36664597226549733, -0.03195678801118251]","[0.49925998412241024, -0.3963737202655723, 0.29239468107645394, -0.30841772366942755, 0.6471974028341592, -0.36831480599020056, -0.37468612750706526, -0.17290360828415982, 0.8744854644443921, 0.32104158487567636, 0.16515273120319982, -0.23157030466107106, 0.1523632116492187, -0.31417460165320676, -0.26990636004163193, -0.08424656266334071]","[0.6505631753560092, -0.5715572063133271, 0.8703471889455443, -0.6182230170636898, 0.2755286252976052, -0.4021246548504036, 0.2927528523257484, 0.05369187267090762, 0.7112727376717025, 0.26964176735392353, 0.6811681405757355, 0.17850693279392407, 0.5075747428442163, -0.4995429450726908, -0.311535804575771, -0.2760674450505399]"
mex-5,"[-0.1853111184011578, 0.22957539449847877, 0.0074058579018710935, 0.07780351158993853, 0.23174548314772386, -0.545449160649008, -0.21277317525538986, -0.08009473432987964, 0.5220998913071192, -0.3438986140256747, 0.2959431593859887, -0.20435659774134218, 0.2813056497758981, 0.25801948781896167, 0.21788504847981907, 0.003996474284503948]","[-0.6314935962702255, 0.6303705968800459, -0.3055366372734956, 0.5333944608923232, 0.10093075365050956, -0.054406159716568606, -0.24468643400148185, -0.487519197894976, 0.7515113850150328, -0.021294261915027833, -0.5167449348566422, -0.544530930845634, -0.4005619196815093, 0.640983373318895, 0.339773489087992, -0.467700471154551]","[0.35000762723607753, -0.3898724440717565, -0.43662400431448156, -0.38129183913279197, 0.4066538558331069, -0.07432721623088118, 0.16842510952574155, 0.6491847290691087, 0.24901512284590044, -0.7249008485257045, 0.5465086883053523, 0.5046971487889894, 0.698106031616641, -0.42516288117607365, -0.3536377905600959, -0.14486172240351403]","[-0.21444820446476548, 0.14420898442299573, -0.6787291832576448, 0.2096819569504234, -0.5317225085048949, 0.9405677181162404, -0.10084332702442857, -0.1414229010004571, -0.5307802222907125, -0.16797053705899395, -0.7965751920970284, 0.08059480783131742, -0.4037303910464083, -0.0017332896742738857, -0.05972383286410396, -0.32872804187200666]","[-0.6093653183960095, 0.5669343226822516, -0.3131115344420927, 0.6348819136872466, 0.0018199631627030116, 0.07637582773626156, -0.3484396377280174, -0.4642166130892813, -0.30494085180746794, 0.19916660811406012, -0.4634022614026782, -0.5400010621730612, -0.4179609568101149, 0.6316797609129815, 0.05809541393592006, -0.30395524000910934]"
